date,city,trips,users,subscribers,occasional_users,new_subscribers,total_subscribers,bikes_available,bikes_in_maintenance,bike_maintenance_cost,stations,station_maintenance_cost,trips_per_user,trips_per_bike,trips_per_1k_residents,avg_trip_duration,avg_trip_distance,saved_CO2,daily_subcribers_revenue,daily_occasional_users_revenue,daily_revenue,daily_operational_expenses,daily_operating_income
2020-09-10,Toulon,1026,281,208,73,4,1485,259,3,120,43,0,3,3.9596218277721893,6.264866177701242,17.503851093945563,3.7197432840364137,251.8700521529651,490.0614252535846,772.6532203791946,1262.7146456327791,120.89985005465668,1141.8147955781224
2020-09-11,Toulon,1003,330,247,83,4,1489,259,3,118,43,0,3,3.8692654470145427,6.123978145286378,12.770671252678401,2.965973796981346,196.31464873091443,491.4282234691601,565.1207460576884,1056.5489695268484,118.18098240284952,938.3679871239989
2020-09-12,Toulon,1143,304,185,119,6,1495,258,4,134,43,0,3,4.4190645258454175,6.979778571016883,17.941262613376573,4.366976868020536,329.43846202374897,493.3888262708224,1321.2430603944863,1814.6318866653087,134.69628220538962,1679.935604459919
2020-09-13,Toulon,1172,393,241,152,8,1502,258,4,138,43,0,2,4.533709830947068,7.157788740274701,14.102564455818925,3.4772403428783236,269.0080962640924,495.89601883282694,1109.9201376202207,1605.8161564530476,138.13153559485164,1467.684620858196
2020-09-14,Toulon,1032,342,256,86,4,1506,259,3,121,43,0,3,3.9831279177723196,6.301502377192834,12.766354818888832,2.873087880196495,195.6792520790477,497.30706117797195,580.1832395731783,1077.4903007511502,121.60685813742649,955.8834426137238
2020-09-15,Toulon,1078,312,232,80,4,1510,258,4,127,43,0,3,4.165633613491752,6.5857333679695,16.83080556481653,3.7803307305938745,269.082655933785,498.6246179919306,776.0302176284849,1274.6548356204155,127.09196878322072,1147.5628668371949
2020-09-16,Toulon,1018,349,267,83,4,1515,259,3,119,43,0,2,3.926954449735081,6.213940632826614,16.653174497206937,4.061978478502049,272.8076113539326,499.99128581840137,685.4714143250117,1185.462700143413,119.9170851296518,1065.5456150137613
2020-09-17,Toulon,1139,437,331,105,5,1520,258,4,134,43,0,2,4.405147333120384,6.958158907564054,16.94308577866439,4.216618499110146,317.1103505461386,501.73017082040275,804.0237936860265,1305.7539645064292,134.2790643438202,1171.474900162609
2020-09-18,Toulon,1045,292,216,75,4,1524,259,3,123,43,0,3,4.032733030174661,6.378794909526744,9.042332476363992,2.0937519972227903,144.34961929730548,502.97239184618945,440.8810775650301,943.8534694112195,123.09845513318916,820.7550142780303
2020-09-19,Toulon,1218,419,258,161,8,1532,258,4,143,43,0,2,4.714276340126391,7.437845832113289,13.332276079093837,3.163586477804991,254.31890677444312,505.62622993584995,1095.4397423187,1601.06597225455,143.53609803076503,1457.5298742237849
2020-09-20,Toulon,1207,333,202,130,7,1538,258,4,142,43,0,3,4.671616545086632,7.371714948247703,17.356294203365387,3.9531481118309233,314.9657895943025,507.7758393667171,1361.4334141717543,1869.2092535384713,142.25989935124832,1726.949354187223
2020-09-21,Toulon,893,271,202,69,3,1542,259,3,105,43,0,3,3.439545089529112,5.4526295254334975,12.988581003717519,3.007484164548534,177.23974045835877,508.9180768282074,513.4903325894625,1022.4084094176699,105.22524716886946,917.1831622488004
2020-09-22,Toulon,1115,345,257,88,4,1546,258,4,131,43,0,3,4.309614325568547,6.809692389249472,15.934333924421614,3.8605844149357393,284.1399583724216,510.3638099500932,765.323362826728,1275.6871727768212,131.41394651157364,1144.2732262652476
2020-09-23,Toulon,1112,304,224,80,4,1550,258,4,130,43,0,3,4.295626324273433,6.787944923889139,13.419090225902702,3.041451113301248,223.13665342812357,511.6837437639298,668.6870350503899,1180.3707788143197,130.99426231935715,1049.3765164949625
2020-09-24,Toulon,1135,451,342,108,5,1555,258,4,133,43,0,2,4.388941480413896,6.932981089074885,12.254028111266944,2.7712324250367106,207.6561188393641,513.4736299056127,610.8050391928161,1124.278669098429,133.79318094364822,990.4854881547808
2020-09-25,Toulon,945,310,233,77,4,1559,259,3,111,43,0,3,3.644134379867279,5.77252757611335,14.661613037744276,3.408697914676469,212.67003199011052,514.7384280266643,591.2547131018202,1105.9931411284847,111.39866337010145,994.5944777583833
2020-09-26,Toulon,1205,370,223,147,7,1567,258,4,142,43,0,3,4.664281401086153,7.360341940950411,14.162300097285872,3.3073458845609562,263.1051640600077,517.1676624774226,1165.0781006992154,1682.2457631766379,142.04042221671557,1540.2053409599223
2020-09-27,Toulon,1184,416,255,161,8,1575,258,4,139,43,0,2,4.58127583004594,7.231599862286065,17.143752323365266,4.0727432053995365,318.32678338107183,519.8164598321549,1336.822919476545,1856.6393793087,139.5559480771649,1717.083431231535
2020-09-28,Toulon,1024,437,324,113,6,1580,259,3,120,43,0,2,3.9521542464081785,6.253225979621007,15.54685754528221,3.7590497029082575,254.05863290590452,521.6803545453406,730.0038871182034,1251.684241663544,120.67521665266703,1131.009025010877
2020-09-29,Toulon,1037,348,262,87,4,1585,259,3,122,43,655,2,4.002205222404328,6.331231203619331,15.913403014524002,3.721774305249385,254.67714448870652,523.1113328202503,702.8619468787217,1225.973279698972,778.0929339877205,447.8803457112515
2020-09-30,Toulon,1068,365,271,95,5,1589,258,4,125,43,0,2,4.125124418799222,6.522678634346109,14.291363004564703,3.372913244900347,237.784158408486,524.674142205396,688.3291240350115,1213.0032662404076,125.87513387820104,1087.1281323622065
2020-10-01,Toulon,965,252,189,63,3,1593,259,3,113,43,390,3,3.7220038087116305,5.894156124987358,15.545824263804976,3.6705925509790216,233.83503409203263,525.7146425205528,626.51926075197,1152.2339032725229,504.2655711650216,647.9683321075013
2020-10-02,Toulon,1114,524,398,127,6,1599,258,4,131,43,0,2,4.304913675603989,6.802384435218431,16.60334063575339,3.99559931674987,293.7614936548194,527.8034218321261,796.6351214939234,1324.4385433260495,131.27291707511037,1193.165626250939
2020-10-03,Toulon,1255,474,286,188,9,1608,258,4,147,43,0,2,4.859359985859808,7.662595737657456,17.96072071442535,4.2998472866081405,356.1071637127344,530.9028066943283,1527.8742195880027,2058.777026282331,147.87333830204219,1910.9036879802889
2020-10-04,Toulon,1262,437,270,168,8,1617,258,4,148,43,0,2,4.887902113702156,7.706781854317738,17.187359962274307,3.8322895865577578,319.2148968366256,533.6708264086752,1415.438196652565,1949.1090230612404,148.72604524377067,1800.3829778174697
2020-10-05,Toulon,1032,461,350,112,6,1622,259,3,121,43,0,2,3.983458720394883,6.30201791460587,15.73477082792555,3.7068574907751652,252.48599215624563,535.5145917842575,701.6700726144771,1237.1846643987346,121.61680701648721,1115.5678573822474
2020-10-06,Toulon,1086,381,287,94,5,1627,258,4,127,43,0,2,4.194030838734122,6.6299237725434335,16.371014497530037,3.656024518321762,261.98076134100444,537.068219053748,752.8645813994511,1289.932800453199,127.94475847342342,1161.9880419797755
2020-10-07,Toulon,1165,468,344,124,6,1633,258,4,137,43,0,2,4.503581678957928,7.111023432568427,16.26940939869395,3.5823057592364465,275.32555682200007,539.1088424912903,875.3713135103778,1414.480156001668,137.22905523388678,1277.2511007677813
2020-10-08,Toulon,1230,348,262,87,4,1637,258,4,144,43,0,3,4.760555843418577,7.509564129824469,17.491685864219836,4.241844561543954,344.2874925822554,540.5381498478184,888.9769109113711,1429.5150607591895,144.92012303521267,1284.5949377239767
2020-10-09,Toulon,1094,314,238,76,4,1641,258,4,128,43,0,3,4.224634319321078,6.677536931365864,13.9408573099245,3.3062153411708115,238.61580185249477,541.7901787799409,628.2500221434186,1170.0402009233594,128.86360072782776,1041.1766001955316
2020-10-10,Toulon,1259,454,272,182,9,1650,258,4,148,43,0,2,4.874319830891884,7.685756273467762,15.281924129909205,3.6573720821467335,303.81381549812926,544.7879688031926,1336.8702306709727,1881.6581994741653,148.3202920321343,1733.3379074420309
2020-10-11,Toulon,1236,380,230,150,7,1658,258,4,145,43,0,3,4.784072863964616,7.545998424861571,19.74738407133675,4.481039562934711,365.46623039006187,547.2629224184925,1594.8707474286837,2142.133669847176,145.62323475091242,1996.5104350962636
2020-10-12,Toulon,1100,322,242,80,4,1662,258,4,129,43,0,3,4.25110776855073,6.7187157553549275,11.259772247046174,2.6918557274860797,195.47436590201096,548.5764217749784,539.562606063248,1088.1390278382264,129.65827271354792,958.4807551246785
2020-10-13,Toulon,1063,294,217,78,4,1666,258,4,125,43,0,3,4.103976432779772,6.489753061512063,13.390314442165728,3.132143751793449,219.69573363515082,549.8563807544516,639.9758080678738,1189.8321888223254,125.23973374263731,1064.592455079688
2020-10-14,Toulon,978,325,245,80,4,1670,259,3,115,43,0,3,3.771479034059288,5.97139731479894,13.194711042315049,2.895206197375614,186.85607989856277,551.176803601591,556.5331039405646,1107.7099075421556,115.23646627051693,992.4734412716386
2020-10-15,Toulon,992,334,251,84,4,1674,259,3,116,43,0,2,3.826681043670366,6.057545404850164,14.655994176816073,3.119854693967134,204.2597569021573,552.5558428988014,629.0838194848037,1181.6396623836051,116.8989584729457,1064.7407039106595
2020-10-16,Toulon,1040,343,260,82,4,1678,259,3,122,43,0,3,4.01286791709356,6.3478454004025515,19.163155034065692,4.311273591914719,295.7901381490195,553.9121604528476,798.9952681438422,1352.90742859669,122.50118922099804,1230.406239375692
2020-10-17,Toulon,1181,607,357,249,12,1690,258,4,139,43,0,1,4.568422627538548,7.2116573353474305,9.717001452330521,2.379048840846414,185.43435844358808,558.0271770615115,957.1058560659615,1515.133033127473,139.17109571987538,1375.9619374075976
2020-10-18,Toulon,1222,474,288,186,9,1700,258,4,143,43,392,2,4.72948110786558,7.4614110510313765,14.727521607763753,3.460309592373901,279.0536374559253,561.1014561610143,1247.0539565373838,1808.155412698398,536.6556141420879,1271.4997985563102
2020-10-19,Toulon,1016,384,282,103,5,1705,259,3,119,43,0,2,3.9203856868021396,6.203699008787945,17.185591179314308,4.108282110087237,275.462663277568,562.7950056248576,802.165399317435,1364.9604049422926,119.71944151277799,1245.2409634295145
2020-10-20,Toulon,1095,239,179,60,3,1708,258,4,129,43,645,4,4.231892568091004,6.688827777422965,14.148946432175617,3.3233472764404035,240.25780489634298,563.7850049294169,642.8906675919467,1206.6756725213636,774.9323309553098,431.7433415660538
2020-10-21,Toulon,1043,445,341,104,5,1713,259,3,122,43,0,2,4.024947234455874,6.366665320627287,17.954979772059154,4.113331532404936,283.04631212632813,565.5016240675187,760.652555302694,1326.1541793702127,122.8643774310367,1203.289801939176
2020-10-22,Toulon,1096,341,257,84,4,1717,258,4,129,43,0,3,4.23594833807164,6.695136618191011,15.999076382090744,3.5986891575920628,260.40873272894197,566.8839055195267,730.7995083863007,1297.6834139058274,129.203240783627,1168.4801731222003
2020-10-23,Toulon,1043,292,218,74,4,1721,259,3,122,43,346,3,4.027081432082573,6.369990284275351,15.32752125887325,3.600882139891923,247.91308054351438,568.0977980363288,677.9333774677458,1246.0311755040746,469.90484571555044,776.1263297885241
2020-10-24,Toulon,1264,398,242,156,8,1729,258,4,148,43,0,3,4.8949495746033165,7.71769059111807,14.691581284040662,3.593342981402835,299.7352362809512,570.6663315062526,1244.757632219794,1815.4239637260466,148.93656285197437,1666.4874008740721
2020-10-25,Toulon,1389,420,244,176,9,1738,257,5,163,43,0,3,5.389158933628666,8.481246576296611,13.783822317183379,3.4116766297219305,312.7370357500108,573.564708573827,1377.4967672898063,1951.0614758636334,163.67172263000714,1787.3897532336264
2020-10-26,Toulon,1098,376,282,94,5,1742,258,4,129,43,0,2,4.243601585037457,6.707040893142226,10.562039313575987,2.534133401702829,183.70128435875148,575.1150265746206,529.3015191247371,1104.4165456993578,129.43297036057055,974.9835753387872
2020-10-27,Toulon,994,435,326,109,5,1748,259,3,117,43,0,2,3.834343634641987,6.069500803972106,14.971253259231576,3.611058132257945,236.88590389197313,576.9160970900191,668.9309749041145,1245.8470719941336,117.1296746479106,1128.717397346223
2020-10-28,Toulon,1037,346,265,82,4,1752,259,3,122,43,0,2,4.002232932721232,6.331274382478803,14.111637045043219,3.2629270118653593,223.2802242303189,578.2665805784372,600.3798192908233,1178.6463998692607,122.18140049360827,1056.4649993756525
2020-10-29,Toulon,1120,351,264,87,4,1756,258,4,131,43,556,3,4.327567196832786,6.837600793627745,8.994515840895831,2.112883792998313,156.14609169450617,579.6961152000963,460.0050047975139,1039.7011199976102,688.3886817579412,351.31243823966906
2020-10-30,Toulon,1121,348,263,85,4,1760,258,4,132,43,714,3,4.333114759117739,6.846223926897911,14.315486292818019,3.168011539188674,234.41727868087384,581.0966276406153,672.8086469972454,1253.9052746378607,846.5500014603914,407.35527317746926
2020-10-31,Toulon,1292,631,371,260,13,1773,258,4,152,43,0,2,5.005987935234459,7.889490699479275,13.635116162593402,3.0313953549783337,258.48974287324927,585.384282729322,1348.9242811621966,1934.3085638915186,152.25197402774265,1782.056589863776
2020-11-01,Toulon,1479,405,247,158,8,1781,257,5,174,43,0,3,5.74764688921792,9.033354963981141,15.757084269450752,3.4827152755253716,340.0312344039507,587.9972944885058,1525.0680323039346,2113.0653267924404,174.32635105967142,1938.738975732769
2020-11-02,Toulon,1199,510,374,136,7,1788,258,4,141,43,511,2,4.639263122733796,7.321546866461318,16.205628983588657,3.9770308710829734,314.7121964757345,590.2428497074359,913.6838646115398,1503.9267143189757,652.5566922328148,851.3700220861608
2020-11-03,Toulon,1119,440,337,103,5,1793,258,4,131,43,0,2,4.324576870897439,6.832952481216437,16.884803879467402,3.872051426716732,285.95736231285605,591.9403699451259,765.797640114555,1357.7380100596808,131.86282148372757,1225.8751885759532
2020-11-04,Toulon,1102,287,212,76,4,1797,258,4,129,43,0,3,4.25816320426305,6.729688941879253,15.021348801158972,3.6016215411853927,261.9659411004278,593.1883008308646,729.3493471685284,1322.537647999393,129.87003407728378,1192.667613922109
2020-11-05,Toulon,1201,318,240,78,4,1801,258,4,141,43,0,3,4.646574004208133,7.332884375461152,13.208683776160491,3.1987645656225454,253.5180459564942,594.4698950123942,659.4598423910139,1253.9297374034081,141.51054409061402,1112.419193312794
2020-11-06,Toulon,1106,346,260,86,4,1805,258,4,130,43,0,3,4.2723804399193615,6.751798981301443,12.585088907700513,2.89360018174096,211.1590949763771,595.8894996889406,605.7109452428385,1201.6004449317793,130.29671525051614,1071.3037296812631
2020-11-07,Toulon,1261,463,280,183,9,1814,258,4,148,43,355,2,4.883075986680316,7.699311180312461,14.630814397791818,3.467735452630941,288.56894814333975,598.906527796667,1275.0217640511944,1873.9282918478614,504.25097707803485,1369.6773147698266
2020-11-08,Toulon,1288,406,245,161,8,1822,258,4,151,43,0,3,4.988748058482225,7.862826256523463,13.690228118597904,3.2672824114597327,277.6624294721587,601.5622727046023,1208.3596374269148,1809.921910131517,151.7374016388506,1658.1845084926665
2020-11-09,Toulon,1127,277,210,67,3,1826,258,4,132,43,916,4,4.356565835552107,6.882672336703514,15.352109834894707,3.444313987628673,256.21915534733546,602.6726160635667,698.1837290967153,1300.856345160282,1049.5205623759703,251.33578278431173
2020-11-10,Toulon,1135,395,300,95,5,1831,258,4,133,43,0,2,4.386453790244231,6.929115881140473,10.043057810683816,2.392408692606926,179.16986289496816,604.2354231882958,504.94989332057906,1109.1853165088748,133.71858987554785,975.466726633327
2020-11-11,Toulon,1292,464,346,118,6,1836,258,4,152,43,0,2,5.005473553575121,7.8886951691718155,15.557567877291055,3.565586680234414,304.010048395573,606.1837895757651,885.0859355931473,1491.2697251689124,152.23662182513246,1339.0331033437799
2020-11-12,Toulon,1062,345,264,81,4,1840,258,4,125,43,0,3,4.102212037342285,6.487005815803241,16.523405086287934,3.8173029169538393,267.64102019637147,607.5174941008208,697.9666001748292,1305.48409427565,125.18671719210953,1180.2973770835406
2020-11-13,Toulon,1037,440,328,111,6,1846,259,3,122,43,485,2,4.004777342693741,6.335239103007638,14.967250534551868,3.4068340260982732,233.27368607004212,609.3560942106741,701.7212459909638,1311.077340201638,607.8725377724943,703.2048024291437
2020-11-14,Toulon,1265,393,235,158,8,1854,258,4,149,43,729,3,4.900491421839793,7.726268391382435,14.584266564148676,3.271386175259846,273.1828110587204,611.9647979690169,1271.1740126125403,1883.1388105815572,878.1766983152036,1004.9621122663536
2020-11-15,Toulon,1338,460,273,187,9,1863,257,5,157,43,0,2,5.187117438227799,8.169431500860137,12.842190655790674,3.0532843663007982,269.5943925733909,615.0482680466677,1234.2010681671559,1849.2493362138234,157.65429228181674,1691.5950439320068
2020-11-16,Toulon,1091,336,255,81,4,1867,258,4,128,43,0,3,4.214905048849353,6.66240123098231,15.99774264999667,3.8616633695915876,278.0718085802515,616.3888416715139,713.9669823966381,1330.3558240681518,128.57151086430326,1201.7843132038486
2020-11-17,Toulon,1111,324,240,84,4,1872,258,4,130,43,0,3,4.294852118376231,6.786741181806649,14.799887382467576,3.38149652560591,248.04015727431786,617.7707574060911,721.5319343495792,1339.3026917556704,130.9710324157727,1208.3316593398977
2020-11-18,Toulon,1233,458,344,114,6,1877,258,4,145,43,0,2,4.7750454906982585,7.532013312128734,13.404068868745039,3.1907865299656084,259.75301315492777,619.6585918515107,733.8082356370105,1353.4668274885212,145.3533490128235,1208.1134784756978
2020-11-19,Toulon,1167,313,242,71,4,1881,258,4,137,43,0,3,4.511908890884292,7.123950092141018,10.771681809816924,2.597764648414483,200.01954541044128,620.8321324587356,499.6234503702501,1120.4555828289858,137.47851486473996,982.9770679642459
2020-11-20,Toulon,1121,592,451,141,7,1888,258,4,132,43,0,1,4.332821521312361,6.845768126882245,15.336947866108737,3.6886615593971546,272.9246487784603,623.1599280762089,756.0801448732886,1379.2400729494975,132.11013876001107,1247.1299341894864
2020-11-21,Toulon,1420,600,358,242,12,1900,257,5,167,43,0,2,5.512314843376393,8.671085601207263,16.174996288594834,3.5966507369991816,337.07264214615526,627.146994854361,1629.6232702875916,2256.7702651419527,167.3352501492241,2089.4350149927286
2020-11-22,Toulon,1253,381,226,155,8,1908,258,4,147,43,535,3,4.8504264973159845,7.648763853865335,17.910046259146778,4.211017004021622,348.12083225155783,629.7081639120446,1526.8042725447929,2156.5124364568373,682.7250012233836,1473.7874352334538
2020-11-23,Toulon,1019,401,301,101,5,1913,259,3,120,43,0,2,3.932873573883375,6.22316894700669,13.128987175745248,3.215655163236856,216.28820021958924,631.368007617416,603.8288500049034,1235.1968576223194,120.09517381805821,1115.1016838042613
2020-11-24,Toulon,1132,423,311,112,6,1918,258,4,133,43,760,2,4.375098899503238,6.9114724918833135,15.194064178213383,3.354944407579177,250.6153555004732,633.2159415992464,794.5861706194262,1427.8021122186726,893.8723512416697,533.929760977003
2020-11-25,Toulon,1156,438,326,112,6,1924,258,4,136,43,0,2,4.471194390795948,7.060739714482731,16.809833603485057,3.740948322463812,285.4852509317805,635.0591033594224,855.4474325582172,1490.5065359176397,136.25867632964304,1354.2478595879966
2020-11-26,Toulon,1088,339,259,80,4,1928,258,4,128,43,0,3,4.202521781593986,6.643135147841877,12.152370950175557,2.8158512665760633,202.17831123397823,636.3787702043172,547.3176434903028,1183.6964136946199,128.1997125693757,1055.4967011252443
2020-11-27,Toulon,1171,420,314,106,5,1933,258,4,137,43,0,2,4.527657590617209,7.148395219889852,14.861773423915663,3.361716089798519,259.72954439283126,638.1292112026618,764.6308790510806,1402.7600902537424,137.95025874490779,1264.8098315088346
2020-11-28,Toulon,1355,650,382,267,13,1947,257,5,159,43,0,2,5.253504295382823,8.271939606658458,12.577321582663513,2.9631296674354144,264.91696865180677,642.5425817067811,1319.6456980080384,1962.1882797148196,159.63250127605116,1802.5557784387684
2020-11-29,Toulon,1301,455,271,184,9,1956,258,4,153,43,0,2,5.043461937768262,7.947438876986838,15.377398350868187,3.680390868497234,316.1352372854663,645.5841459846378,1400.1039491746794,2045.688095159317,153.37026223580386,1892.3178329235132
2020-11-30,Toulon,1080,437,332,106,5,1961,258,4,127,43,0,2,4.170295722863269,6.592988964253003,15.192682746819496,3.512867616523612,250.32020025613434,647.3259167930471,699.5483272934705,1346.8742440865176,127.2319878160063,1219.6422562705113
2020-12-01,Toulon,894,335,252,83,4,1965,259,3,105,43,0,2,3.4419191976568073,5.456344524200037,16.12865311900371,3.6512327077159594,215.32430943642652,648.6882063440236,615.2361202866324,1263.924326630656,105.29693948935773,1158.6273871412982
2020-12-02,Toulon,961,312,232,80,4,1969,259,3,113,43,0,3,3.706845781448614,5.870485534542564,14.081199863185459,3.180438524860872,201.79611128170072,650.0119736928069,602.398088351011,1252.410062043818,113.2890632844533,1139.1209987593647
2020-12-03,Toulon,1014,256,194,62,3,1972,259,3,119,43,0,3,3.9143682988923296,6.1943166134555145,17.197022673276095,3.8590946886675392,258.36316725087994,651.0330350935885,694.1111494737384,1345.1441845673269,119.5383793549171,1225.6058052124097
2020-12-04,Toulon,1088,371,281,90,4,1977,258,4,128,43,0,2,4.203457381443456,6.64459083125445,15.010970186983513,3.4983767169179507,251.2387255610335,652.5159150727327,683.8175953271361,1336.3335103998688,128.2278044553498,1208.105705944519
2020-12-05,Toulon,1269,332,200,132,7,1983,258,4,149,43,0,3,4.915524088751312,7.749534516598938,17.502717823374883,4.113824731181627,344.5665915452042,654.696476333377,1456.714731908212,2111.4112082415886,149.55108927705453,1961.8601189645342
2020-12-06,Toulon,1228,332,201,131,7,1990,258,4,144,43,497,3,4.755542700692262,7.50179657343949,14.687165398025739,3.5888606417166637,290.9870375015957,656.8641358530949,1202.055986034773,1858.920121887868,641.7825609271263,1217.1375609607417
2020-12-07,Toulon,1037,378,281,97,5,1995,259,3,122,43,0,2,4.003219665008989,6.332811925808305,13.706330191410814,3.0112773547941942,206.11002396071527,658.4618777013139,643.0352910069591,1301.497168708273,122.2110721183033,1179.2860965899697
2020-12-08,Toulon,1049,318,242,76,4,1999,259,3,123,43,0,3,4.049212257894385,6.404465772528653,17.53953666242876,4.066724289437008,281.5006511980974,659.7119499584576,733.9674089666787,1393.6793589251363,123.59385334277123,1270.0855055823652
2020-12-09,Toulon,1079,298,229,70,3,2002,258,4,127,43,0,3,4.1683317529720645,6.589932487538451,15.091154405451988,3.341472793951099,237.99654916149765,660.8589894154915,639.3227578232218,1300.1817472387133,127.1730037026983,1173.0087435360151
2020-12-10,Toulon,1130,372,278,94,5,2007,258,4,133,43,0,3,4.36723276690712,6.899249105522766,15.878793479309932,3.637800294182734,271.26417701554914,662.4060672930364,772.0223267733145,1434.4283940663508,133.14221863450695,1301.286175431844
2020-12-11,Toulon,902,233,176,57,3,2010,259,3,106,43,0,3,3.4733245062868665,5.505481247054389,13.070481940968977,2.9320267935035913,174.46768060013073,663.3476311031337,489.46235463110236,1152.809985734236,106.24518359494024,1046.5648021392958
2020-12-12,Toulon,1244,433,269,164,8,2018,258,4,146,43,0,2,4.8156853163658075,7.594964675652356,15.565715842194354,3.5485614269035666,291.2928675978068,666.0534711160869,1263.0280127693204,1929.0814838854074,146.56818907402567,1782.5132948113817
2020-12-13,Toulon,1313,495,301,194,10,2028,258,4,154,43,0,2,5.087541171358764,8.015580363051141,15.279949698703367,3.5652728388258974,308.87268860737396,669.2568063661462,1374.902717188359,2044.159523554505,154.68526166500138,1889.4742618895036
2020-12-14,Toulon,1106,388,289,99,5,2032,258,4,130,43,0,2,4.272453581369119,6.751912721687492,18.70110501902032,4.514537698307468,329.4517879900563,670.8890552894349,889.2786077513354,1560.16766304077,130.29891022088398,1429.8687528198861
2020-12-15,Toulon,980,356,273,82,4,2037,259,3,115,43,0,2,3.7815872502932923,5.987174833035434,11.991796716546734,2.8844072904844724,186.6509866863962,672.2493136959374,491.2623505808069,1163.5116642767443,115.54094198235512,1047.9707222943891
2020-12-16,Toulon,1073,370,275,95,5,2041,258,4,126,43,0,2,4.14289332922468,6.550339250567362,15.23591865094443,3.628130040310237,256.8611385175234,673.8177729598589,724.565883551371,1398.38365651123,126.40893049232056,1271.9747260189092
2020-12-17,Toulon,990,316,231,84,4,2046,259,3,116,43,0,3,3.8183100529177625,6.04448395477937,13.8427659189451,3.4880916071801646,227.87615163015136,675.2091648188901,633.648861818444,1308.8580266373342,116.64689764510614,1192.2111289922282
2020-12-18,Toulon,1032,516,389,127,6,2052,259,3,121,43,875,1,3.9832117531122013,6.301633030008972,12.744216019950615,3.011654904469077,205.12097871391245,677.3101543590839,614.1125288132018,1291.4226831722858,996.7237133044998,294.698969867786
2020-12-19,Toulon,1193,348,210,139,7,2059,258,4,140,43,0,3,4.616679281424508,7.286520569424401,18.925033468500963,4.733291258304376,372.76505250766064,679.6001694248412,1488.2096597688083,2167.8098291936494,140.61581193851188,2027.1940172551376
2020-12-20,Toulon,1151,392,232,160,8,2067,258,4,135,43,0,2,4.449517048774932,7.027077195552245,20.36242874019405,4.685409226659883,355.8557749635113,682.2366781189629,1592.8453026586003,2275.0819807775633,135.60905455389891,2139.472926223664
2020-12-21,Toulon,961,315,240,75,4,2071,259,3,113,43,0,3,3.7040556895103514,5.866128267804174,15.775654567478067,3.7743865340660165,239.30385469393948,683.4755120352762,616.692794774825,1300.168306810101,113.20497642922332,1186.9633303808778
2020-12-22,Toulon,1137,267,203,64,3,2074,258,4,133,43,0,4,4.3954831854488665,6.943144813114942,13.405115441068169,3.0769775813950115,230.90445952242848,684.5252157888497,608.6604459348532,1293.1856617237029,133.98932124059715,1159.1963404831058
2020-12-23,Toulon,943,271,204,67,3,2077,259,3,111,43,0,3,3.6336739335030583,5.756183416253793,15.02327365828516,3.478492931059503,216.4100942933825,685.6317668881949,593.125183212741,1278.756950100936,111.08325256638419,1167.6736975345518
2020-12-24,Toulon,1014,318,240,77,4,2081,259,3,119,43,0,3,3.9134146405326877,6.192829617176877,14.686796921999116,3.253242823303599,217.7496055992701,686.9094019318549,621.6712912370543,1308.5806931689092,119.50968319094171,1189.0710099779674
2020-12-25,Toulon,1139,394,300,94,5,2086,258,4,134,43,0,2,4.4044218962716695,6.957031915960991,13.843830030580131,3.3575192903351594,252.46098799212547,688.4620580118043,659.6099492854806,1348.072007297285,134.25731557665446,1213.8146917206304
2020-12-26,Toulon,1207,354,210,144,7,2093,258,4,142,43,0,3,4.671456692852195,7.371467106910891,14.015233804358793,3.3820021408162715,269.45086078561513,690.8301933679844,1172.5451479773562,1863.3753413453405,142.2551164908315,1721.120224854509
2020-12-27,Toulon,1332,497,297,200,10,2103,257,5,157,43,892,2,5.165201925336202,8.135580561810075,12.270597837344287,2.864478950577243,251.87551438237114,694.1306033971306,1186.5673183606496,1880.69792175778,1049.1174104275929,831.5805113301872
2020-12-28,Toulon,1052,339,259,80,4,2107,259,3,123,43,0,3,4.060998347504086,6.422823857899175,15.243349275943642,3.580364592253054,248.54499990664846,695.4475510612062,646.8055521284085,1342.2531031896146,123.94812902969439,1218.3049741599202
2020-12-29,Toulon,1023,310,229,81,4,2111,259,3,120,43,0,3,3.946872283804009,6.24499225246929,13.71487660354039,3.314608307130044,223.72570411646836,696.7823854757112,629.9383817504283,1326.7207672261395,120.5163215781678,1206.2044456479716
2020-12-30,Toulon,1011,295,223,72,4,2115,259,3,119,43,0,3,3.8993984150734438,6.170973525967302,15.157720252767827,3.5545561871846614,237.0777691675039,697.973656873695,634.9934016294138,1332.9670585031088,119.0879027290663,1213.8791557740424
2020-12-31,Toulon,1028,271,206,65,3,2118,259,3,121,43,0,3,3.968076502648009,6.278044235755376,15.104401275103546,3.407149649257011,231.18909545895994,699.0464801955684,623.9501133567362,1322.9965935523046,121.1541611919683,1201.8424323603363
2020-01-01,Grenoble,1616,580,430,150,8,1748,248,6,395,42,0,2,6.498330240111855,10.197882692096405,14.361883372159436,3.288896951925181,350.75786725736737,576.9015440096262,1052.226708139348,1629.128252148974,395.8371215947535,1233.2911305542207
2020-01-02,Grenoble,1244,386,286,100,5,1753,250,4,304,42,0,3,4.973674482627409,7.851002930653115,13.21860795031232,3.068556053930214,251.9453475361661,578.5511585142128,738.9271012710849,1317.4782597852977,304.7415326820985,1012.7367271031992
